ID,Asset,Order Type,Type,Side,Position Intent,Qty,Ratio Qty,Filled Qty,Currency,Avg. Fill Price,Status,Source,Submitted At,Filled At,Expires At
da23cfc0-aade-4909-80d3-65d4019e46eb,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.77,filled,API,N/A,24/01/2025 21:22:46,N/A
656a7aa8-d46c-44f6-a30e-6af75f656cf3,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,407.96,filled,API,N/A,24/01/2025 21:22:11,N/A
ab2607ec-6d0f-4035-ba2e-c80f924f8b0b,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.08,filled,API,N/A,24/01/2025 21:19:50,N/A
920c3137-c3c9-4ed6-9015-84d7bdd6c40a,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.45,filled,API,N/A,24/01/2025 21:19:04,N/A
48cd61c0-c76a-49f7-8dea-de542c9657cc,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.81,filled,API,N/A,24/01/2025 21:12:05,N/A
cfa6e04c-1b70-4b79-a3ed-7cf4cb3ac42d,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.13,filled,API,N/A,24/01/2025 21:11:53,N/A
964a7cda-55da-4b30-98ef-bb67fe025786,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.52,filled,API,N/A,24/01/2025 21:10:39,N/A
20fbf3b8-c7ad-488f-9da2-fa74cb8bb270,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.06,filled,API,N/A,24/01/2025 21:09:40,N/A
b0230d3e-9dec-46b9-897d-6ca55512d1ae,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.68,filled,API,N/A,24/01/2025 21:04:21,N/A
f84a1816-31e9-4725-8199-2242171f03e7,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.38,filled,API,N/A,24/01/2025 21:03:32,N/A
6628cdf5-6527-4dee-867c-556fe5f37a3d,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.15,filled,API,N/A,24/01/2025 21:03:12,N/A
9bca6da1-c571-4868-8c54-4485c9bc4521,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,407.87,filled,API,N/A,24/01/2025 21:00:32,N/A
c5e59c7d-9858-4a8a-bb3b-85d71f697758,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.03,filled,API,N/A,24/01/2025 20:59:17,N/A
88ff32a7-9bde-454f-a929-5e50c2fb7bab,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.26,filled,API,N/A,24/01/2025 20:58:58,N/A
8dd4e828-2798-4a45-9a6f-a900f3f94ac4,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.38,filled,API,N/A,24/01/2025 20:58:10,N/A
e9858898-1e78-4abc-b99d-3d4b816b82f3,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.48,filled,API,N/A,24/01/2025 20:49:27,N/A
7a3820fd-8902-4f5a-9b02-83850be283a0,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.83,filled,API,N/A,24/01/2025 20:31:41,N/A
15b19fbf-e765-4026-8286-516e867848e3,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.86,filled,API,N/A,24/01/2025 20:29:47,N/A
3700db11-21da-4243-ba74-67627a1bde41,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.54,filled,API,N/A,24/01/2025 20:27:20,N/A
f536ddf2-4488-41ea-ba0a-29fd7bbd65e8,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.38,filled,API,N/A,24/01/2025 20:26:17,N/A
32fdff7f-199d-498f-9db8-9b467dbfeebd,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.01,filled,API,N/A,24/01/2025 20:23:08,N/A
348836f0-e644-41ec-9b4f-f088546196b1,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.23,filled,API,N/A,24/01/2025 20:21:42,N/A
ebe62e95-186f-4902-b971-194360be02be,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.73,filled,API,N/A,24/01/2025 20:21:13,N/A
3992e04a-54b4-4898-8f07-bb42487b7ea6,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.10,filled,API,N/A,24/01/2025 20:20:21,N/A
f4b741d5-6c4c-4dcc-b8e2-09d115536816,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.60,filled,API,N/A,24/01/2025 20:19:21,N/A
d2732d74-289f-4e92-8126-2e3448a77a41,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.32,filled,API,N/A,24/01/2025 20:17:34,N/A
87656680-f1e7-46cf-ad2e-95206a5e15e6,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.59,filled,API,N/A,24/01/2025 20:15:43,N/A
b411445b-329d-4604-bbcc-9a457f562917,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.25,filled,API,N/A,24/01/2025 20:13:18,N/A
30259da9-6326-47c3-88fa-6926afa9c1b7,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.52,filled,API,N/A,24/01/2025 20:06:10,N/A
2448eef2-85d8-4fd8-bd4b-47ccdc6df7bb,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,407.59,filled,API,N/A,24/01/2025 20:04:35,N/A
551805a6-861e-4ac4-8d68-0ba4c763f2c7,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.02,filled,API,N/A,24/01/2025 20:03:41,N/A
7b4304c8-5924-4fad-929a-a697412f5098,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.82,filled,API,N/A,24/01/2025 20:02:04,N/A
6a3a3777-f768-46fe-98e6-cc29696b6e4a,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.15,filled,API,N/A,24/01/2025 19:58:07,N/A
de2fd734-b66c-45e6-b6ad-ce91d308122e,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.54,filled,API,N/A,24/01/2025 19:57:04,N/A
3dde6a45-39a0-420d-b6b3-3379842eabdc,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.67,filled,API,N/A,24/01/2025 19:56:35,N/A
402d7a8e-9321-4817-8e66-9bca6db27947,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.87,filled,API,N/A,24/01/2025 19:56:30,N/A
367e888a-68ca-4794-b4f8-270cdac2dbe8,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.21,filled,API,N/A,24/01/2025 19:51:04,N/A
e3b9fd67-2943-4a77-a931-db3dcfeadd9d,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.25,filled,API,N/A,24/01/2025 19:48:40,N/A
c9bd6ccf-f9d0-455b-a3b3-235a5214b0c2,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.60,filled,API,N/A,24/01/2025 19:47:59,N/A
7ffa3e79-e6f9-47f3-9a18-f63b96aaeffc,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.79,filled,API,N/A,24/01/2025 19:46:18,N/A
e2b4854f-bd3d-45c7-bf96-4a4e2b18fa84,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.95,filled,API,N/A,24/01/2025 19:45:42,N/A
53f44b33-cf7e-4253-b243-9c7752d263f5,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.49,filled,API,N/A,24/01/2025 19:45:25,N/A
9bdf02e2-1ce9-4854-a60a-25524367c3ce,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.89,filled,API,N/A,24/01/2025 19:33:53,N/A
8896439d-046b-42b7-806f-44a3a005b2f2,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,410.58,filled,API,N/A,24/01/2025 19:31:05,N/A
73aa5e11-7293-4b76-a8a1-709c2c98797e,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.90,filled,API,N/A,24/01/2025 19:26:41,N/A
9a79e6f3-eb74-4607-8faf-221d28f47ee0,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.23,filled,API,N/A,24/01/2025 19:17:02,N/A
1130455c-f9d8-43e9-89a6-27a4d0a56b25,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,408.52,filled,API,N/A,24/01/2025 19:16:32,N/A
bf70ca94-5799-4fbe-af47-65696efc6bb8,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.73,filled,API,N/A,24/01/2025 19:14:01,N/A
9824cad6-5963-4f48-a6b5-00791274b45e,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,407.87,filled,API,N/A,24/01/2025 19:12:08,N/A
e37ff5cb-3d2a-49b8-a645-388bb243895b,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,408.72,filled,API,N/A,24/01/2025 19:11:31,N/A
85e836b2-6393-41cc-b3de-2c5aa067f9d9,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.55,filled,API,N/A,24/01/2025 19:11:14,N/A
3739919d-8a10-484d-88ca-e6e50b01a5d9,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,409.62,filled,API,N/A,24/01/2025 19:10:39,N/A
3015ab85-acd9-4840-9544-4d5495446e4e,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,409.68,filled,API,N/A,24/01/2025 19:08:45,N/A
b535dc82-18bd-4a47-a8a4-8c257d984df6,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,410.72,filled,API,N/A,24/01/2025 19:05:34,N/A
a05844e1-85a4-420e-a549-a32909d87512,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,410.14,filled,API,N/A,24/01/2025 19:03:21,N/A
4dcbe83b-3371-4fa7-88ac-3c1aa7c856d8,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,410.31,filled,API,N/A,24/01/2025 19:02:31,N/A
3965be06-2d68-45ac-9aba-2be3e26c6a10,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,410.50,filled,API,N/A,24/01/2025 19:00:35,N/A
f2af0285-9ad8-4f3b-9451-c26c62c6ee20,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,410.60,filled,API,N/A,24/01/2025 18:58:20,N/A
34c841c9-2271-403a-a9e8-58e152aabbd3,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,410.86,filled,API,N/A,24/01/2025 18:58:00,N/A
9844be91-fefa-4464-bbe5-4570bfdbab29,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,411.02,filled,API,N/A,24/01/2025 18:57:24,N/A
c9135449-949a-4f78-bf25-f693aadcb4c4,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,410.30,filled,API,N/A,24/01/2025 18:56:46,N/A
eed8b35a-338e-424a-8ba4-2f08da24f4b3,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,410.75,filled,API,N/A,24/01/2025 18:56:08,N/A
64059430-e62f-416a-ab51-0bc12237b78a,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,411.10,filled,API,N/A,24/01/2025 18:54:11,N/A
6cc07b37-9dbe-43a0-a2a0-8ca8dccf4526,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,411.44,filled,API,N/A,24/01/2025 18:53:37,N/A
de7f48cf-f9dd-45e9-9a40-14c60b0a1fdc,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,411.66,filled,API,N/A,24/01/2025 18:53:15,N/A
a7b3c939-20b6-47e6-a3c5-84c356b2780b,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,411.60,filled,API,N/A,24/01/2025 18:48:50,N/A
40645317-b3ab-421e-8f16-176d55b97e16,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,412.35,filled,API,N/A,24/01/2025 18:43:56,N/A
ab59c7f4-30cc-403e-bd43-849e008b5abc,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,411.82,filled,API,N/A,24/01/2025 18:37:08,N/A
f0666e00-615f-469d-bf85-b60d71633d5c,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,411.18,filled,API,N/A,24/01/2025 18:31:34,N/A
626fc42b-2b82-4dcb-9848-657ed5fcd6d8,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,411.63,filled,API,N/A,24/01/2025 18:30:15,N/A
ba8efddf-d3b7-4786-847f-2380ec656c94,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,410.84,filled,API,N/A,24/01/2025 18:28:08,N/A
b8b1e093-1adf-4078-9c98-10151956af02,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,411.49,filled,API,N/A,24/01/2025 18:27:39,N/A
bd9be631-7fae-4945-a80f-deb1bb4cd728,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,411.72,filled,API,N/A,24/01/2025 18:27:06,N/A
5c5a28ca-1c38-4468-a1d3-cfab2bc0a3b8,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,412.05,filled,API,N/A,24/01/2025 18:26:35,N/A
f08ca1dc-f91e-4c22-bde2-f4158de71c45,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.47,filled,API,N/A,24/01/2025 18:20:35,N/A
aa02e7dd-0f24-4bdc-b911-559bf1c3dda2,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.69,filled,API,N/A,24/01/2025 18:15:13,N/A
d106a8eb-514b-451c-8fb8-ca690bcddc07,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,413.20,filled,API,N/A,24/01/2025 18:14:44,N/A
d3f676fc-8815-46d9-a541-9449df806e3f,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,413.34,filled,API,N/A,24/01/2025 18:12:09,N/A
360ada7e-19be-4459-8413-c03df6990ea9,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.51,filled,API,N/A,24/01/2025 18:11:21,N/A
830f5fb1-42e5-4cf1-8602-2f6b3fb63154,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,412.54,filled,API,N/A,24/01/2025 18:08:08,N/A
7c86c11c-e4d7-48a1-88da-22ff6bbcd0dc,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.70,filled,API,N/A,24/01/2025 18:07:36,N/A
319cd3c9-b658-4096-b688-16f999305916,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,413.06,filled,API,N/A,24/01/2025 18:06:55,N/A
41988cac-6e36-4d5b-b91b-85079c59fdf7,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.41,filled,API,N/A,24/01/2025 18:06:11,N/A
29930d82-1b60-4ac9-ab33-a13654865252,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,412.32,filled,API,N/A,24/01/2025 18:05:11,N/A
4a370e39-a42a-4f9d-ad00-118336400f9a,TSLA,market,market,SELL,sell_to_close,1,N/A,1,USD,412.62,filled,API,N/A,24/01/2025 18:04:34,N/A
e494de11-4e39-4185-88d4-7f2256248f47,TSLA,market,market,BUY,buy_to_open,1,N/A,1,USD,413.63,filled,API,N/A,24/01/2025 18:03:07,N/A
